datetime,Global_active_power,rolling_mean,rolling_std,z_score,is_anomaly
2006-12-17 16:00:00,3.3260333333333336,2.4991453703703703,0.812936056830474,1.0171623659883975,0
2006-12-17 17:00:00,3.406766666666667,2.465140277777778,0.7525212155180413,1.2512954711059756,0
2006-12-17 18:00:00,3.6971,2.4678444444444447,0.7570006316991515,1.6238501053775711,0
2006-12-17 19:00:00,2.9084,2.447351388888889,0.7370567197400273,0.6255266369102921,0
2006-12-17 20:00:00,3.3615,2.451223611111111,0.7417875964253833,1.2271388646499886,0
2006-12-17 21:00:00,3.040766666666667,2.450569444444444,0.7412373575864909,0.7962324297090704,0
2006-12-17 22:00:00,1.518,2.4221472222222222,0.7639865308469906,-1.1834596366768966,0
2006-12-17 23:00:00,0.4377333333333333,2.354486111111111,0.8628206071862128,-2.2214962899745703,0
2006-12-18 00:00:00,0.2763666666666667,2.287565277777778,0.9580519801475561,-2.099258341704333,0
2006-12-18 01:00:00,0.3132999999999999,2.161061111111111,1.0107469005983856,-1.8281145458048833,0
2006-12-18 02:00:00,0.2844666666666667,2.106777777777778,1.0757941485321914,-1.693921754080429,0
2006-12-18 03:00:00,0.3099333333333333,2.0504333333333333,1.1339325183765936,-1.534923791136888,0
2006-12-18 04:00:00,1.026333333333333,2.000873611111111,1.1522372511321344,-0.8457809160572097,0
2006-12-18 05:00:00,0.2935,1.9299055555555558,1.2038019130494488,-1.359364475015863,0
2006-12-18 06:00:00,0.61,1.9010180555555556,1.2275760226949577,-1.0516807364168945,0
2006-12-18 07:00:00,2.4504333333333337,1.9356180555555556,1.2310098257957636,0.4182056609052534,0
2006-12-18 08:00:00,2.082133333333333,1.9436,1.231326033577697,0.11250743471314065,0
2006-12-18 09:00:00,1.6293333333333335,1.9052777777777778,1.2259635935152393,-0.2250837185574338,0
2006-12-18 10:00:00,1.3096333333333334,1.8086416666666667,1.174520969482292,-0.4248611530139707,0
2006-12-18 11:00:00,1.5619333333333332,1.770763888888889,1.1668650250387211,-0.1789671907842349,0
2006-12-18 12:00:00,1.7560666666666669,1.7641055555555554,1.1664568961585393,-0.006891715343586838,0
2006-12-18 13:00:00,1.6820666666666668,1.7649930555555555,1.1663829528725163,-0.07109705151696642,0
2006-12-18 14:00:00,1.7330333333333334,1.7500097222222222,1.164298943735869,-0.014580781834617884,0
2006-12-18 15:00:00,1.7842999999999998,1.699963888888889,1.1343163682061344,0.07434972594505018,0
2006-12-18 16:00:00,1.9493,1.6426,1.0821192012884262,0.2834253376474859,0
2006-12-18 17:00:00,2.1549,1.5904388888888887,1.0218792092163649,0.5523755704394575,0
2006-12-18 18:00:00,2.402533333333333,1.536498611111111,0.9364386927932367,0.9248173200094801,0
2006-12-18 19:00:00,2.6145,1.5242527777777777,0.919486513282218,1.1857131197394657,0
2006-12-18 20:00:00,3.050566666666666,1.511297222222222,0.8943203327535886,1.721161185841626,0
2006-12-18 21:00:00,2.1697333333333333,1.4750041666666667,0.8459173716979324,0.8212730816394047,0
2006-12-18 22:00:00,1.7388,1.4842041666666665,0.8476043179103903,0.30037109055908506,0
2006-12-18 23:00:00,1.5472666666666666,1.530434722222222,0.8177791284009567,0.02058250676726953,0
2006-12-19 00:00:00,0.8371333333333334,1.5537999999999998,0.787853987367347,-0.9096440180006494,0
2006-12-19 01:00:00,0.3530333333333333,1.5554555555555556,0.7851711079504036,-1.5314142484954694,0
2006-12-19 02:00:00,0.3272333333333333,1.5572375,0.7822041111677805,-1.5724849167953738,0
2006-12-19 03:00:00,0.3083,1.5571694444444446,0.7823174138612764,-1.5963717824973522,0
2006-12-19 04:00:00,0.3278333333333333,1.5280652777777777,0.8152253186938766,-1.4722702017736777,0
2006-12-19 05:00:00,0.3066666666666666,1.5286138888888887,0.8143623615058342,-1.5004957006641666,0
2006-12-19 06:00:00,0.7963333333333333,1.5363777777777778,0.8060697981469731,-0.9180897809912858,0
2006-12-19 07:00:00,1.7856333333333334,1.5086777777777776,0.7844253438437669,0.3530680870131559,0
2006-12-19 08:00:00,3.879033333333333,1.5835486111111112,0.9162216967956752,2.5053813179171343,0
2006-12-19 09:00:00,1.6177666666666668,1.5830666666666664,0.9161996081798908,0.037873842872444496,0
2006-12-19 10:00:00,0.4371333333333334,1.5467125,0.9443971625124643,-1.1749073490593236,0
2006-12-19 11:00:00,2.321633333333333,1.5783666666666665,0.9575694086925333,0.7762013488730015,0
2006-12-19 12:00:00,0.4306666666666666,1.5231416666666666,0.9847101482971626,-1.1094381447060262,0
2006-12-19 13:00:00,0.3004666666666666,1.465575,1.0149359938053921,-1.1479623744201706,0
2006-12-19 14:00:00,0.3021333333333333,1.4059541666666666,1.0402536844913484,-1.061107352744506,0
2006-12-19 15:00:00,0.4213666666666666,1.3491652777777778,1.0557874714530446,-0.8787740299988721,0
2006-12-19 16:00:00,1.3721333333333334,1.3251166666666665,1.048068431266946,0.04486030230853471,0
2006-12-19 17:00:00,2.1115,1.3233083333333333,1.0466109058002864,0.7530894836835084,0
2006-12-19 18:00:00,2.2047000000000003,1.3150652777777778,1.0384889701432065,0.8566626587276539,0
2006-12-19 19:00:00,1.8421,1.2828819444444444,1.007988557560005,0.5547861147444283,0
2006-12-19 20:00:00,2.940533333333333,1.2782972222222222,0.9998159791027761,1.6625420535914854,0
2006-12-19 21:00:00,1.4428666666666667,1.2480111111111112,0.9824978507513786,0.19832669904217817,0
2006-12-19 22:00:00,0.7200000000000001,1.205561111111111,0.9823799972032163,-0.49427015258197204,0
2006-12-19 23:00:00,0.3837,1.1570791666666667,0.9934328182266324,-0.778491662926154,0
2006-12-20 00:00:00,0.4598333333333333,1.1413583333333333,1.0016672302802916,-0.6803906321356766,0
2006-12-20 01:00:00,0.2586666666666666,1.137426388888889,1.0050756785974533,-0.8743219450385067,0
2006-12-20 02:00:00,0.7843666666666667,1.1564736111111111,0.9933169075569821,-0.37461050105310767,0
2006-12-20 03:00:00,0.3100333333333333,1.1565458333333334,0.9932526181005141,-0.8522630442382942,0
2006-12-20 04:00:00,0.289,1.1549277777777778,0.9946919140279203,-0.870548725254312,0
2006-12-20 05:00:00,0.2627,1.1530958333333332,0.9963611846957693,-0.8936476520863349,0
2006-12-20 06:00:00,0.2835999999999999,1.1317319444444445,1.00975047678142,-0.8399421084185723,0
2006-12-20 07:00:00,1.5266333333333333,1.1209402777777777,1.003824721019256,0.4041473048637675,0
2006-12-20 08:00:00,2.9176,1.0808805555555556,0.9031025683059685,2.033788308109616,0
2006-12-20 09:00:00,1.3855333333333333,1.0712041666666667,0.8983314766086855,0.3499033206019884,0
2006-12-20 10:00:00,1.5103000000000002,1.1159194444444445,0.892084991722042,0.4420885444942423,0
2006-12-20 11:00:00,2.8924000000000003,1.139701388888889,0.9323258151277064,1.879920712987051,0
2006-12-20 12:00:00,1.4210333333333334,1.1809666666666667,0.921432543893941,0.2605363444752597,0
2006-12-20 13:00:00,1.4284,1.2279638888888889,0.9031540320431575,0.22192904421594073,0
2006-12-20 14:00:00,1.2949,1.2693291666666666,0.8813788082894269,0.029012307866762753,0
2006-12-20 15:00:00,0.2811333333333333,1.263486111111111,0.8876870065707058,-1.1066431867385138,0
2006-12-20 16:00:00,0.4684333333333333,1.2258319444444445,0.9019304351785499,-0.8397528030653202,0
2006-12-20 17:00:00,0.5735,1.1617486111111113,0.8908367981646077,-0.6603326359250995,0
2006-12-20 18:00:00,2.8368333333333333,1.1880875,0.9314338212992613,1.770115917664972,0
2006-12-20 19:00:00,3.2486333333333333,1.2466930555555555,1.0148842785453749,1.972579849839769,0
2006-12-20 20:00:00,3.5754666666666663,1.2731486111111112,1.067851691469294,2.156027914688899,0
2006-12-20 21:00:00,3.646066666666667,1.364948611111111,1.1726363557386061,1.9452902380113848,0
2006-12-20 22:00:00,3.058966666666667,1.4624055555555557,1.213198045438467,1.3159938042383603,0
2006-12-20 23:00:00,2.3817666666666666,1.5456583333333336,1.2044809998742076,0.6941648173949225,0
2006-12-21 00:00:00,1.5358666666666667,1.5904930555555554,1.1821250082656525,-0.04621033182356364,0
2006-12-21 01:00:00,1.3979666666666666,1.6379638888888888,1.1487208513348512,-0.2089256253539209,0
2006-12-21 02:00:00,1.2749,1.658402777777778,1.1371786575639737,-0.33724056921654233,0
2006-12-21 03:00:00,0.3026,1.6580930555555555,1.1375628141908785,-1.1915764462815055,0
2006-12-21 04:00:00,0.2467333333333333,1.6563319444444444,1.1398050296228486,-1.2367015186602002,0
2006-12-21 05:00:00,0.2907,1.6574986111111112,1.1383299088572492,-1.2007051738482546,0
2006-12-21 06:00:00,0.2956666666666666,1.658001388888889,1.1376991914771857,-1.197447209620823,0
2006-12-21 07:00:00,1.2804666666666666,1.6477444444444442,1.1400422825732168,-0.3221615403147909,0
2006-12-21 08:00:00,1.5630333333333333,1.5913041666666665,1.1075081324796012,-0.02552652436965645,0
2006-12-21 09:00:00,2.5758,1.6408986111111112,1.1244142022021641,0.8314564037504021,0
2006-12-21 10:00:00,1.7677,1.6516236111111111,1.1243419299773683,0.10323940235087152,0
2006-12-21 11:00:00,0.5249666666666667,1.5529805555555554,1.1145603305893088,-0.9223492534902442,0
2006-12-21 12:00:00,0.8191333333333333,1.5279013888888888,1.1243868924059957,-0.6303595856039491,0
2006-12-21 13:00:00,1.6882333333333333,1.5387277777777777,1.1246380688728848,0.13293659506421512,0
2006-12-21 14:00:00,1.0239,1.527436111111111,1.12854626941662,-0.44618118437572274,0
2006-12-21 15:00:00,0.3074,1.5285305555555555,1.1272971222475896,-1.0832375346801932,0
2006-12-21 16:00:00,1.3600666666666668,1.5656819444444443,1.10531956792792,-0.18602337617457806,0
2006-12-21 17:00:00,1.7526333333333333,1.6148125000000002,1.085325343363946,0.12698573213646694,0
2006-12-21 18:00:00,2.4433,1.5984152777777776,1.0689088115180743,0.790417959996334,0
2006-12-21 19:00:00,2.1971333333333334,1.554602777777778,1.0186989554938768,0.6307364428817435,0
2006-12-21 20:00:00,2.4373666666666667,1.5071819444444445,0.9443103188353162,0.9850413615827939,0
2006-12-21 21:00:00,0.9822666666666666,1.3961902777777777,0.8318302003825769,-0.4976058947135347,0
2006-12-21 22:00:00,0.2802666666666666,1.2804111111111112,0.7822319990605515,-1.2785777693134548,0
2006-12-21 23:00:00,0.2704333333333333,1.1924388888888888,0.7716366309405864,-1.194870122264254,0
2006-12-22 00:00:00,0.2669333333333333,1.1395666666666666,0.790328980605254,-1.1041393581000263,0
2006-12-22 01:00:00,0.272,1.092651388888889,0.8075549238723332,-1.0162174294644337,0
2006-12-22 02:00:00,0.2676333333333333,1.0506819444444446,0.823684716485561,-0.9506654614792018,0
2006-12-22 03:00:00,0.2738666666666666,1.0494847222222223,0.8248393983324658,-0.9403261497008772,0
2006-12-22 04:00:00,0.2642666666666666,1.0502152777777778,0.8241049308792147,-0.9536996827243885,0
2006-12-22 05:00:00,0.8068333333333334,1.0717208333333332,0.8100374959897961,-0.32700646736893346,0
2006-12-22 06:00:00,0.4796333333333333,1.0793861111111112,0.8032162120356955,-0.7466890841978229,0
2006-12-22 07:00:00,1.7231999999999998,1.0978333333333332,0.8130589114141424,0.7691529579067952,0
2006-12-22 08:00:00,2.7444,1.1470569444444443,0.875788088903162,1.8238921901256617,0
2006-12-22 09:00:00,1.8963,1.1187444444444445,0.8377487938578633,0.9281488212891174,0
2006-12-22 10:00:00,1.3449666666666669,1.1011305555555555,0.8278972095358,0.29452462008880265,0
2006-12-22 11:00:00,1.2525666666666666,1.1314472222222223,0.8191572239075169,0.14785860505103568,0
2006-12-22 12:00:00,1.2284666666666666,1.1485027777777777,0.8166292922484049,0.09791944723012125,0
2006-12-22 13:00:00,0.6719,1.1061555555555556,0.8137706242281552,-0.5336338553230993,0
2006-12-22 14:00:00,0.8155666666666667,1.097475,0.8157948362221729,-0.34556278222942644,0
2006-12-22 15:00:00,1.451633333333333,1.145151388888889,0.800913734881993,0.38266536219359676,0
2006-12-22 16:00:00,1.5712000000000002,1.153948611111111,0.8045283820263325,0.5186285508510903,0
2006-12-22 17:00:00,1.4968,1.143288888888889,0.7979188328599136,0.44304144300498666,0
2006-12-22 18:00:00,2.6869666666666663,1.1534416666666667,0.8165130251955618,1.8781390531188493,0
2006-12-22 19:00:00,3.9381666666666666,1.2259847222222222,0.9751934505957995,2.7811732562266727,0
2006-12-22 20:00:00,3.5360666666666662,1.271763888888889,1.0568983934599518,2.1424034626121102,0
2006-12-22 21:00:00,4.548666666666667,1.4203638888888888,1.2478869628573102,2.506879926539856,0
2006-12-22 22:00:00,3.0650666666666666,1.536397222222222,1.2665976160399683,1.2069100913231203,0
2006-12-22 23:00:00,2.4192,1.6259291666666666,1.2490429710416104,0.6351029161725346,0
2006-12-23 00:00:00,1.6982333333333333,1.6855666666666667,1.2150414371972176,0.010424884517424597,0
2006-12-23 01:00:00,1.7228,1.7460166666666668,1.177155852125468,-0.01972267871305804,0
2006-12-23 02:00:00,1.7007666666666663,1.8057305555555556,1.1344766658270051,-0.09252185791972482,0
2006-12-23 03:00:00,1.7715333333333334,1.8681333333333334,1.0867374775541574,-0.08888991315309265,0
2006-12-23 04:00:00,1.8916,1.9359388888888887,1.0316888243583713,-0.042976998337133275,0
2006-12-23 05:00:00,2.2291000000000003,1.9951999999999999,1.0045020630090176,0.23285168703322084,0
2006-12-23 06:00:00,1.6493666666666666,2.043938888888889,0.9549233510311735,-0.41319779414352337,0
2006-12-23 07:00:00,4.023366666666666,2.1397791666666666,1.03352541935148,1.8224878311961783,0
2006-12-23 08:00:00,4.190833333333333,2.200047222222222,1.1096827463633423,1.794013755404709,0
2006-12-23 09:00:00,3.2464,2.2563013888888888,1.1276899503428537,0.8779883254347435,0
2006-12-23 10:00:00,2.972166666666667,2.324101388888889,1.1194011270472721,0.5789392757600916,0
2006-12-23 11:00:00,3.159,2.403536111111111,1.107637249166324,0.6820499125119687,0
2006-12-23 12:00:00,2.9288000000000003,2.4743833333333334,1.083320908780481,0.41946634924476267,0
2006-12-23 13:00:00,3.4063,2.5883166666666666,1.027881307693313,0.7957955137534161,0
2006-12-23 14:00:00,3.757966666666667,2.7109166666666664,0.9816826708176,1.0665870256505179,0
2006-12-23 15:00:00,4.0491,2.819144444444444,0.9799942767587333,1.2550640189691245,0
2006-12-23 16:00:00,4.349100000000001,2.9348902777777783,0.9901868579075711,1.428225098049354,0
2006-12-23 17:00:00,5.452533333333333,3.0997125000000003,1.0666738318515017,2.2057547143997844,0
2006-12-23 18:00:00,3.8794,3.149397222222222,1.074356191796675,0.6794792856892038,0
2006-12-23 19:00:00,4.1178333333333335,3.156883333333333,1.0806985357262104,0.8891933950426415,0
2006-12-23 20:00:00,4.1814,3.1837722222222222,1.0984260791554261,0.9082338781912829,0
2006-12-23 21:00:00,3.2884333333333333,3.1312625,1.0597838004069862,0.14830461955823002,0
2006-12-23 22:00:00,4.327933333333333,3.183881944444444,1.087347131394836,1.0521491765203939,0
2006-12-23 23:00:00,5.562466666666666,3.3148513888888886,1.1768547239785574,1.9098493909081076,0
2006-12-24 00:00:00,4.0280000000000005,3.411925,1.1329774181652812,0.5437663541411608,0
2006-12-24 01:00:00,3.2757,3.4766291666666667,1.0751866365032723,-0.18687840775265727,0
2006-12-24 02:00:00,2.303033333333333,3.5017236111111107,1.0383333424281385,-1.154436854521733,0
2006-12-24 03:00:00,1.606766666666667,3.494858333333333,1.0507410065406648,-1.796914420312571,0
2006-12-24 04:00:00,1.5761,3.4817125,1.0734007718850103,-1.7753038286469032,0
2006-12-24 05:00:00,1.6319,3.4568291666666666,1.109999214184016,-1.6440814942452107,0
2006-12-24 06:00:00,1.8952,3.4670722222222223,1.0936080443439444,-1.4373268652803195,0
2006-12-24 07:00:00,1.4764000000000002,3.360948611111111,1.1589073910631476,-1.6261425422287465,0
